visit_id,cookie_id,page_id,event_type,sequence_number,event_time
bb75e2,44f683,6,2,9,02/04/2020
bb75e2,44f683,8,1,10,02/04/2020
bb75e2,44f683,11,1,11,02/04/2020
bb75e2,44f683,11,2,12,02/04/2020
bb75e2,44f683,12,1,13,02/04/2020
bb75e2,44f683,13,3,14,02/04/2020
b3518b,03afdb,1,1,1,02/21/2020
b3518b,03afdb,2,1,2,02/21/2020
b3518b,03afdb,3,1,3,02/21/2020
b3518b,03afdb,4,1,4,02/21/2020
b3518b,03afdb,4,2,5,02/21/2020
b3518b,03afdb,8,1,6,02/21/2020
b3518b,03afdb,8,2,7,02/21/2020
b3518b,03afdb,9,1,8,02/21/2020
b3518b,03afdb,9,2,9,02/21/2020
b3518b,03afdb,10,1,10,02/21/2020
b3518b,03afdb,10,2,11,02/21/2020
b3518b,03afdb,11,1,12,02/21/2020
b3518b,03afdb,11,2,13,02/21/2020
c3f01e,ea5d2f,1,1,1,01/29/2020
c3f01e,ea5d2f,6,1,2,01/29/2020
c3f01e,ea5d2f,6,2,3,01/29/2020
c3f01e,ea5d2f,9,1,4,01/29/2020
c3f01e,ea5d2f,9,2,5,01/29/2020
c3f01e,ea5d2f,12,1,6,01/29/2020
f9fce2,fc490c,1,1,1,01/15/2020
f9fce2,fc490c,5,1,2,01/15/2020
f9fce2,fc490c,5,2,3,01/15/2020
f9fce2,fc490c,6,1,4,01/15/2020
f9fce2,fc490c,7,1,5,01/15/2020
f9fce2,fc490c,7,2,6,01/15/2020
f9fce2,fc490c,10,1,7,01/15/2020
f9fce2,fc490c,10,2,8,01/15/2020
f9fce2,fc490c,11,1,9,01/15/2020
f9fce2,fc490c,12,1,10,01/15/2020
f9fce2,fc490c,13,3,11,01/15/2020
ac9892,3295c7,1,1,1,01/13/2020
ac9892,3295c7,2,1,2,01/13/2020
ac9892,3295c7,4,1,3,01/13/2020
ac9892,3295c7,4,2,4,01/13/2020
ac9892,3295c7,6,1,5,01/13/2020
ac9892,3295c7,9,1,6,01/13/2020
ac9892,3295c7,9,2,7,01/13/2020
ac9892,3295c7,10,1,8,01/13/2020
80e393,735b90,1,1,1,02/16/2020
80e393,735b90,2,1,2,02/16/2020
80e393,735b90,5,1,3,02/16/2020
80e393,735b90,5,2,4,02/16/2020
80e393,735b90,6,1,5,02/16/2020
80e393,735b90,6,2,6,02/16/2020
80e393,735b90,7,1,7,02/16/2020
80e393,735b90,9,1,8,02/16/2020
80e393,735b90,9,2,9,02/16/2020
80e393,735b90,10,1,10,02/16/2020
80e393,735b90,10,2,11,02/16/2020
80e393,735b90,12,1,12,02/16/2020
591a6c,a3f390,1,1,1,01/07/2020
591a6c,a3f390,5,1,2,01/07/2020
591a6c,a3f390,7,1,3,01/07/2020
591a6c,a3f390,7,2,4,01/07/2020
591a6c,a3f390,8,1,5,01/07/2020
591a6c,a3f390,8,2,6,01/07/2020
591a6c,a3f390,9,1,7,01/07/2020
591a6c,a3f390,12,1,8,01/07/2020
591a6c,a3f390,13,3,9,01/07/2020
3.95E+06,14bfa6,1,1,1,01/02/2020
3.95E+06,14bfa6,2,1,2,01/02/2020
3.95E+06,14bfa6,4,1,3,01/02/2020
3.95E+06,14bfa6,4,2,4,01/02/2020
3.95E+06,14bfa6,5,1,5,01/02/2020
3.95E+06,14bfa6,12,1,6,01/02/2020
3.95E+06,14bfa6,13,3,7,01/02/2020
76757e,7cbbc4,1,1,1,01/04/2020
76757e,7cbbc4,2,1,2,01/04/2020
76757e,7cbbc4,3,1,3,01/04/2020
76757e,7cbbc4,3,2,4,01/04/2020
76757e,7cbbc4,5,1,5,01/04/2020
76757e,7cbbc4,8,1,6,01/04/2020
76757e,7cbbc4,11,1,7,01/04/2020
76757e,7cbbc4,12,1,8,01/04/2020
76757e,7cbbc4,13,3,9,01/04/2020
5b3d3c,e2c420,1,1,1,02/03/2020
5b3d3c,e2c420,2,1,2,02/03/2020
5b3d3c,e2c420,3,1,3,02/03/2020
5b3d3c,e2c420,3,2,4,02/03/2020
5b3d3c,e2c420,4,1,5,02/03/2020
5b3d3c,e2c420,4,2,6,02/03/2020
5b3d3c,e2c420,5,1,7,02/03/2020
5b3d3c,e2c420,6,1,8,02/03/2020
5b3d3c,e2c420,7,1,9,02/03/2020
5b3d3c,e2c420,7,2,10,02/03/2020
5b3d3c,e2c420,11,1,11,02/03/2020
5b3d3c,e2c420,11,2,12,02/03/2020
938bbb,32bb90,1,1,1,01/13/2020
938bbb,32bb90,2,1,2,01/13/2020
938bbb,32bb90,3,1,3,01/13/2020
938bbb,32bb90,4,1,4,01/13/2020
938bbb,32bb90,6,1,5,01/13/2020
938bbb,32bb90,6,2,6,01/13/2020
938bbb,32bb90,8,1,7,01/13/2020
938bbb,32bb90,9,1,8,01/13/2020
938bbb,32bb90,11,1,9,01/13/2020
938bbb,32bb90,11,2,10,01/13/2020
938bbb,32bb90,12,1,11,01/13/2020
938bbb,32bb90,13,3,12,01/13/2020
a1e59a,d2ddea,1,1,1,02/13/2020
a1e59a,d2ddea,2,1,2,02/13/2020
a1e59a,d2ddea,5,1,3,02/13/2020
a1e59a,d2ddea,10,1,4,02/13/2020
a1e59a,d2ddea,10,2,5,02/13/2020
a1e59a,d2ddea,11,1,6,02/13/2020
a1e59a,d2ddea,11,2,7,02/13/2020
ce9f62,ad61ab,1,1,1,02/11/2020
ce9f62,ad61ab,2,1,2,02/11/2020
ce9f62,ad61ab,3,1,3,02/11/2020
ce9f62,ad61ab,5,1,4,02/11/2020
ce9f62,ad61ab,6,1,5,02/11/2020
ce9f62,ad61ab,10,1,6,02/11/2020
ce9f62,ad61ab,10,2,7,02/11/2020
ce9f62,ad61ab,11,1,8,02/11/2020
ce9f62,ad61ab,12,1,9,02/11/2020
64a986,d09bf4,1,1,1,01/19/2020
64a986,d09bf4,3,1,2,01/19/2020
64a986,d09bf4,4,1,3,01/19/2020
64a986,d09bf4,4,2,4,01/19/2020
64a986,d09bf4,5,1,5,01/19/2020
64a986,d09bf4,5,2,6,01/19/2020
64a986,d09bf4,6,1,7,01/19/2020
64a986,d09bf4,8,1,8,01/19/2020
64a986,d09bf4,8,2,9,01/19/2020
64a986,d09bf4,9,1,10,01/19/2020
64a986,d09bf4,9,2,11,01/19/2020
64a986,d09bf4,12,1,12,01/19/2020
64a986,d09bf4,13,3,13,01/19/2020
2099f9,fbd793,1,1,1,02/26/2020
2099f9,fbd793,2,1,2,02/26/2020
2099f9,fbd793,6,1,3,02/26/2020
2099f9,fbd793,11,1,4,02/26/2020
2099f9,fbd793,11,2,5,02/26/2020
2099f9,fbd793,12,1,6,02/26/2020
2099f9,fbd793,13,3,7,02/26/2020
57c971,28dd2c,1,1,1,01/14/2020
57c971,28dd2c,2,1,2,01/14/2020
57c971,28dd2c,3,1,3,01/14/2020
57c971,28dd2c,4,1,4,01/14/2020
57c971,28dd2c,5,1,5,01/14/2020
57c971,28dd2c,7,1,6,01/14/2020
57c971,28dd2c,7,2,7,01/14/2020
57c971,28dd2c,9,1,8,01/14/2020
57c971,28dd2c,9,2,9,01/14/2020
57c971,28dd2c,11,1,10,01/14/2020
cf4108,35f4a8,1,1,1,01/15/2020
cf4108,35f4a8,2,1,2,01/15/2020
cf4108,35f4a8,5,1,3,01/15/2020
cf4108,35f4a8,6,1,4,01/15/2020
cf4108,35f4a8,6,2,5,01/15/2020
cf4108,35f4a8,10,1,6,01/15/2020
cf4108,35f4a8,10,2,7,01/15/2020
cf4108,35f4a8,11,1,8,01/15/2020
cf4108,35f4a8,12,1,9,01/15/2020
cf4108,35f4a8,13,3,10,01/15/2020
c7b2d0,d1fe17,1,1,1,02/11/2020
c7b2d0,d1fe17,2,1,2,02/11/2020
c7b2d0,d1fe17,4,1,3,02/11/2020
c7b2d0,d1fe17,4,2,4,02/11/2020
c7b2d0,d1fe17,5,1,5,02/11/2020
c7b2d0,d1fe17,6,1,6,02/11/2020
c7b2d0,d1fe17,8,1,7,02/11/2020
c7b2d0,d1fe17,10,1,8,02/11/2020
c7b2d0,d1fe17,10,2,9,02/11/2020
c7b2d0,d1fe17,11,1,10,02/11/2020
c7b2d0,d1fe17,11,2,11,02/11/2020
c7b2d0,d1fe17,12,1,12,02/11/2020
c7b2d0,d1fe17,13,3,13,02/11/2020
1526dd,f033ab,1,1,1,01/22/2020
1526dd,f033ab,2,1,2,01/22/2020
1526dd,f033ab,4,1,3,01/22/2020
1526dd,f033ab,4,2,4,01/22/2020
1526dd,f033ab,6,1,5,01/22/2020
1526dd,f033ab,7,1,6,01/22/2020
1526dd,f033ab,7,2,7,01/22/2020
1526dd,f033ab,8,1,8,01/22/2020
1526dd,f033ab,8,2,9,01/22/2020
1526dd,f033ab,11,1,10,01/22/2020
1526dd,f033ab,12,1,11,01/22/2020
c3019e,43ec51,1,1,1,02/26/2020
c3019e,43ec51,2,1,2,02/26/2020
c3019e,43ec51,3,1,3,02/26/2020
c3019e,43ec51,4,1,4,02/26/2020
c3019e,43ec51,6,1,5,02/26/2020
c3019e,43ec51,7,1,6,02/26/2020
c3019e,43ec51,7,2,7,02/26/2020
c3019e,43ec51,8,1,8,02/26/2020
c3019e,43ec51,11,1,9,02/26/2020
c3019e,43ec51,12,1,10,02/26/2020
c3019e,43ec51,13,3,11,02/26/2020
d430e2,9778d5,1,1,1,01/12/2020
d430e2,9778d5,2,1,2,01/12/2020
d430e2,9778d5,3,1,3,01/12/2020
d430e2,9778d5,4,1,4,01/12/2020
d430e2,9778d5,6,1,5,01/12/2020
d430e2,9778d5,7,1,6,01/12/2020
d430e2,9778d5,8,1,7,01/12/2020
d430e2,9778d5,9,1,8,01/12/2020
d430e2,9778d5,11,1,9,01/12/2020
d430e2,9778d5,11,2,10,01/12/2020
d430e2,9778d5,12,1,11,01/12/2020
d41f51,fe9fc2,1,1,1,02/28/2020
d41f51,fe9fc2,2,1,2,02/28/2020
d41f51,fe9fc2,3,1,3,02/28/2020
d41f51,fe9fc2,3,2,4,02/28/2020
d41f51,fe9fc2,4,1,5,02/28/2020
d41f51,fe9fc2,5,1,6,02/28/2020
d41f51,fe9fc2,9,1,7,02/28/2020
d41f51,fe9fc2,10,1,8,02/28/2020
d41f51,fe9fc2,11,1,9,02/28/2020
d41f51,fe9fc2,11,2,10,02/28/2020
d41f51,fe9fc2,12,1,11,02/28/2020
d41f51,fe9fc2,13,3,12,02/28/2020
a782f3,68d30a,1,1,1,02/23/2020
a782f3,68d30a,3,1,2,02/23/2020
a782f3,68d30a,5,1,3,02/23/2020
a782f3,68d30a,5,2,4,02/23/2020
a782f3,68d30a,6,1,5,02/23/2020
a782f3,68d30a,9,1,6,02/23/2020
a782f3,68d30a,10,1,7,02/23/2020
a782f3,68d30a,10,2,8,02/23/2020
a782f3,68d30a,12,1,9,02/23/2020
a782f3,68d30a,13,3,10,02/23/2020
d0c1c1,3ef815,1,1,1,02/14/2020
d0c1c1,3ef815,2,1,2,02/14/2020
d0c1c1,3ef815,6,1,3,02/14/2020
d0c1c1,3ef815,6,2,4,02/14/2020
d0c1c1,3ef815,8,1,5,02/14/2020
d0c1c1,3ef815,8,2,6,02/14/2020
d0c1c1,3ef815,9,1,7,02/14/2020
d0c1c1,3ef815,12,1,8,02/14/2020
d0c1c1,3ef815,13,3,9,02/14/2020
ef9581,93db85,1,1,1,01/13/2020
ef9581,93db85,2,1,2,01/13/2020
ef9581,93db85,5,1,3,01/13/2020
ef9581,93db85,7,1,4,01/13/2020
ef9581,93db85,8,1,5,01/13/2020
ef9581,93db85,8,2,6,01/13/2020
ef9581,93db85,11,1,7,01/13/2020
ef9581,93db85,12,1,8,01/13/2020
3df9e6,c7e124,1,1,1,01/15/2020
3df9e6,c7e124,3,1,2,01/15/2020
3df9e6,c7e124,4,1,3,01/15/2020
3df9e6,c7e124,4,2,4,01/15/2020
3df9e6,c7e124,5,1,5,01/15/2020
3df9e6,c7e124,5,2,6,01/15/2020
3df9e6,c7e124,8,1,7,01/15/2020
3df9e6,c7e124,8,2,8,01/15/2020
3df9e6,c7e124,9,1,9,01/15/2020
5da69f,2a38a4,1,1,1,01/19/2020
5da69f,2a38a4,2,1,2,01/19/2020
5da69f,2a38a4,3,1,3,01/19/2020
5da69f,2a38a4,3,2,4,01/19/2020
5da69f,2a38a4,4,1,5,01/19/2020
5da69f,2a38a4,8,1,6,01/19/2020
5da69f,2a38a4,8,2,7,01/19/2020
5da69f,2a38a4,9,1,8,01/19/2020
5da69f,2a38a4,10,1,9,01/19/2020
5da69f,2a38a4,10,2,10,01/19/2020
5da69f,2a38a4,12,1,11,01/19/2020
5da69f,2a38a4,13,3,12,01/19/2020
77d8ff,764796,1,1,1,01/07/2020
77d8ff,764796,5,1,2,01/07/2020
77d8ff,764796,5,2,3,01/07/2020
77d8ff,764796,7,1,4,01/07/2020
77d8ff,764796,9,1,5,01/07/2020
77d8ff,764796,11,1,6,01/07/2020
77d8ff,764796,11,2,7,01/07/2020
77d8ff,764796,12,1,8,01/07/2020
aca7ca,861398,1,1,1,02/17/2020
aca7ca,861398,2,1,2,02/17/2020
aca7ca,861398,4,1,3,02/17/2020
aca7ca,861398,4,2,4,02/17/2020
aca7ca,861398,5,1,5,02/17/2020
aca7ca,861398,5,2,6,02/17/2020
aca7ca,861398,7,1,7,02/17/2020
aca7ca,861398,7,2,8,02/17/2020
aca7ca,861398,8,1,9,02/17/2020
128c07,54229a,1,1,1,01/09/2020
128c07,54229a,2,1,2,01/09/2020
128c07,54229a,3,1,3,01/09/2020
128c07,54229a,3,2,4,01/09/2020
128c07,54229a,6,1,5,01/09/2020
128c07,54229a,6,2,6,01/09/2020
128c07,54229a,7,1,7,01/09/2020
128c07,54229a,7,2,8,01/09/2020
a8f291,92cc22,1,1,1,02/12/2020
a8f291,92cc22,2,1,2,02/12/2020
a8f291,92cc22,3,1,3,02/12/2020
a8f291,92cc22,4,1,4,02/12/2020
a8f291,92cc22,4,2,5,02/12/2020
a8f291,92cc22,5,1,6,02/12/2020
a8f291,92cc22,5,2,7,02/12/2020
a8f291,92cc22,7,1,8,02/12/2020
a8f291,92cc22,7,2,9,02/12/2020
a8f291,92cc22,11,1,10,02/12/2020
a8f291,92cc22,11,2,11,02/12/2020
a8f291,92cc22,12,1,12,02/12/2020
a8f291,92cc22,13,3,13,02/12/2020
1579b0,98dce8,1,1,1,01/15/2020
1579b0,98dce8,3,1,2,01/15/2020
1579b0,98dce8,3,2,3,01/15/2020
1579b0,98dce8,4,1,4,01/15/2020
1579b0,98dce8,4,2,5,01/15/2020
1579b0,98dce8,8,1,6,01/15/2020
1579b0,98dce8,8,2,7,01/15/2020
1579b0,98dce8,9,1,8,01/15/2020
1579b0,98dce8,9,2,9,01/15/2020
1579b0,98dce8,10,1,10,01/15/2020
1579b0,98dce8,10,2,11,01/15/2020
454863,f4b9ec,1,1,1,02/19/2020
454863,f4b9ec,2,1,2,02/19/2020
454863,f4b9ec,3,1,3,02/19/2020
454863,f4b9ec,3,2,4,02/19/2020
454863,f4b9ec,4,1,5,02/19/2020
454863,f4b9ec,4,2,6,02/19/2020
454863,f4b9ec,5,1,7,02/19/2020
454863,f4b9ec,5,2,8,02/19/2020
454863,f4b9ec,6,1,9,02/19/2020
454863,f4b9ec,6,2,10,02/19/2020
454863,f4b9ec,7,1,11,02/19/2020
454863,f4b9ec,10,1,12,02/19/2020
454863,f4b9ec,10,2,13,02/19/2020
454863,f4b9ec,11,1,14,02/19/2020
454863,f4b9ec,12,1,15,02/19/2020
454863,f4b9ec,13,3,16,02/19/2020
e3ad1f,812b4b,1,1,1,02/08/2020
e3ad1f,812b4b,2,1,2,02/08/2020
e3ad1f,812b4b,3,1,3,02/08/2020
e3ad1f,812b4b,4,1,4,02/08/2020
e3ad1f,812b4b,4,2,5,02/08/2020
e3ad1f,812b4b,5,1,6,02/08/2020
e3ad1f,812b4b,5,2,7,02/08/2020
e3ad1f,812b4b,6,1,8,02/08/2020
e3ad1f,812b4b,6,2,9,02/08/2020
e3ad1f,812b4b,7,1,10,02/08/2020
e3ad1f,812b4b,8,1,11,02/08/2020
e3ad1f,812b4b,11,1,12,02/08/2020
e3ad1f,812b4b,11,2,13,02/08/2020
e3ad1f,812b4b,12,1,14,02/08/2020
e3ad1f,812b4b,13,3,15,02/08/2020
091b31,26657d,1,1,1,01/18/2020
091b31,26657d,2,1,2,01/18/2020
091b31,26657d,4,1,3,01/18/2020
091b31,26657d,5,1,4,01/18/2020
091b31,26657d,5,2,5,01/18/2020
091b31,26657d,6,1,6,01/18/2020
091b31,26657d,6,2,7,01/18/2020
091b31,26657d,9,1,8,01/18/2020
091b31,26657d,10,1,9,01/18/2020
091b31,26657d,12,1,10,01/18/2020
ce36ed,e2ef52,1,1,1,01/20/2020
ce36ed,e2ef52,2,1,2,01/20/2020
ce36ed,e2ef52,5,1,3,01/20/2020
ce36ed,e2ef52,9,1,4,01/20/2020
ce36ed,e2ef52,11,1,5,01/20/2020
a60982,ed3d2c,1,1,1,01/11/2020
a60982,ed3d2c,2,1,2,01/11/2020
a60982,ed3d2c,3,1,3,01/11/2020
a60982,ed3d2c,3,2,4,01/11/2020
a60982,ed3d2c,4,1,5,01/11/2020
a60982,ed3d2c,6,1,6,01/11/2020
a60982,ed3d2c,6,2,7,01/11/2020
a60982,ed3d2c,7,1,8,01/11/2020
a60982,ed3d2c,7,2,9,01/11/2020
a60982,ed3d2c,8,1,10,01/11/2020
a60982,ed3d2c,9,1,11,01/11/2020
a60982,ed3d2c,9,2,12,01/11/2020
a60982,ed3d2c,10,1,13,01/11/2020
a60982,ed3d2c,10,2,14,01/11/2020
dec8c8,ac627a,1,1,1,02/22/2020
dec8c8,ac627a,2,1,2,02/22/2020
dec8c8,ac627a,6,1,3,02/22/2020
dec8c8,ac627a,7,1,4,02/22/2020
dec8c8,ac627a,7,2,5,02/22/2020
dec8c8,ac627a,8,1,6,02/22/2020
dec8c8,ac627a,8,2,7,02/22/2020
dec8c8,ac627a,9,1,8,02/22/2020
dec8c8,ac627a,9,2,9,02/22/2020
dec8c8,ac627a,12,1,10,02/22/2020
dec8c8,ac627a,13,3,11,02/22/2020
047c7f,f89913,1,1,1,01/19/2020
047c7f,f89913,2,1,2,01/19/2020
047c7f,f89913,3,1,3,01/19/2020
047c7f,f89913,4,1,4,01/19/2020
047c7f,f89913,4,2,5,01/19/2020
047c7f,f89913,5,1,6,01/19/2020
047c7f,f89913,5,2,7,01/19/2020
047c7f,f89913,6,1,8,01/19/2020
047c7f,f89913,6,2,9,01/19/2020
047c7f,f89913,7,1,10,01/19/2020
047c7f,f89913,7,2,11,01/19/2020
047c7f,f89913,9,1,12,01/19/2020
047c7f,f89913,12,1,13,01/19/2020
047c7f,f89913,13,3,14,01/19/2020
194935,38b3ef,1,1,1,02/28/2020
194935,38b3ef,4,1,2,02/28/2020
194935,38b3ef,4,2,3,02/28/2020
194935,38b3ef,6,1,4,02/28/2020
194935,38b3ef,7,1,5,02/28/2020
194935,38b3ef,9,1,6,02/28/2020
194935,38b3ef,10,1,7,02/28/2020
194935,38b3ef,12,1,8,02/28/2020
194935,38b3ef,13,3,9,02/28/2020
7787c4,ec8956,1,1,1,01/23/2020
7787c4,ec8956,3,1,2,01/23/2020
7787c4,ec8956,3,2,3,01/23/2020
7787c4,ec8956,6,1,4,01/23/2020
7787c4,ec8956,10,1,5,01/23/2020
7787c4,ec8956,11,1,6,01/23/2020
3519b5,6974ce,1,1,1,01/12/2020
3519b5,6974ce,2,1,2,01/12/2020
3519b5,6974ce,3,1,3,01/12/2020
3519b5,6974ce,4,1,4,01/12/2020
3519b5,6974ce,5,1,5,01/12/2020
3519b5,6974ce,6,1,6,01/12/2020
3519b5,6974ce,8,1,7,01/12/2020
3519b5,6974ce,8,2,8,01/12/2020
3519b5,6974ce,10,1,9,01/12/2020
3519b5,6974ce,11,1,10,01/12/2020
3519b5,6974ce,12,1,11,01/12/2020
3519b5,6974ce,13,3,12,01/12/2020
659d4b,c9e107,1,1,1,02/18/2020
659d4b,c9e107,2,1,2,02/18/2020
659d4b,c9e107,4,1,3,02/18/2020
659d4b,c9e107,4,2,4,02/18/2020
659d4b,c9e107,8,1,5,02/18/2020
bf771e,65b9ee,1,1,1,02/21/2020
bf771e,65b9ee,2,1,2,02/21/2020
bf771e,65b9ee,3,1,3,02/21/2020
bf771e,65b9ee,3,2,4,02/21/2020
bf771e,65b9ee,4,1,5,02/21/2020
bf771e,65b9ee,4,2,6,02/21/2020
bf771e,65b9ee,6,1,7,02/21/2020
bf771e,65b9ee,10,1,8,02/21/2020
bf771e,65b9ee,10,2,9,02/21/2020
bf771e,65b9ee,11,1,10,02/21/2020
ecba25,f0935e,1,1,1,02/23/2020
ecba25,f0935e,2,1,2,02/23/2020
ecba25,f0935e,4,1,3,02/23/2020
ecba25,f0935e,4,2,4,02/23/2020
ecba25,f0935e,7,1,5,02/23/2020
ecba25,f0935e,10,1,6,02/23/2020
ecba25,f0935e,11,1,7,02/23/2020
ecba25,f0935e,11,2,8,02/23/2020
ecba25,f0935e,12,1,9,02/23/2020
ecba25,f0935e,13,3,10,02/23/2020
b89647,a97da6,1,1,1,01/19/2020
b89647,a97da6,3,1,2,01/19/2020
b89647,a97da6,3,2,3,01/19/2020
b89647,a97da6,4,1,4,01/19/2020
b89647,a97da6,4,2,5,01/19/2020
b89647,a97da6,5,1,6,01/19/2020
b89647,a97da6,7,1,7,01/19/2020
b89647,a97da6,9,1,8,01/19/2020
b89647,a97da6,9,2,9,01/19/2020
b89647,a97da6,11,1,10,01/19/2020
b89647,a97da6,11,2,11,01/19/2020
b89647,a97da6,12,1,12,01/19/2020
b89647,a97da6,13,3,13,01/19/2020
115267,a3c65c,1,1,1,02/02/2020
115267,a3c65c,2,1,2,02/02/2020
115267,a3c65c,3,1,3,02/02/2020
115267,a3c65c,3,2,4,02/02/2020
115267,a3c65c,5,1,5,02/02/2020
115267,a3c65c,6,1,6,02/02/2020
115267,a3c65c,6,2,7,02/02/2020
0b1cf3,2723d0,1,1,1,01/02/2020
0b1cf3,2723d0,2,1,2,01/02/2020
0b1cf3,2723d0,5,1,3,01/02/2020
0b1cf3,2723d0,6,1,4,01/02/2020
0b1cf3,2723d0,10,1,5,01/02/2020
cb836f,5f93f9,1,1,1,02/22/2020
cb836f,5f93f9,2,1,2,02/22/2020
cb836f,5f93f9,5,1,3,02/22/2020
cb836f,5f93f9,7,1,4,02/22/2020
cb836f,5f93f9,7,2,5,02/22/2020
cb836f,5f93f9,8,1,6,02/22/2020
cb836f,5f93f9,10,1,7,02/22/2020
cb836f,5f93f9,10,2,8,02/22/2020
cb836f,5f93f9,12,1,9,02/22/2020
cb836f,5f93f9,13,3,10,02/22/2020
d5cc27,698d51,1,1,1,02/09/2020
d5cc27,698d51,2,1,2,02/09/2020
d5cc27,698d51,4,1,3,02/09/2020
d5cc27,698d51,4,2,4,02/09/2020
d5cc27,698d51,5,1,5,02/09/2020
d5cc27,698d51,5,2,6,02/09/2020
d5cc27,698d51,9,1,7,02/09/2020
d5cc27,698d51,9,2,8,02/09/2020
d5cc27,698d51,12,1,9,02/09/2020
d5cc27,698d51,13,3,10,02/09/2020
a37f1e,7f6ffa,1,1,1,01/28/2020
a37f1e,7f6ffa,2,1,2,01/28/2020
a37f1e,7f6ffa,5,1,3,01/28/2020
a37f1e,7f6ffa,7,1,4,01/28/2020
a37f1e,7f6ffa,7,2,5,01/28/2020
a37f1e,7f6ffa,8,1,6,01/28/2020
a37f1e,7f6ffa,9,1,7,01/28/2020
a37f1e,7f6ffa,9,2,8,01/28/2020
a37f1e,7f6ffa,10,1,9,01/28/2020
a37f1e,7f6ffa,11,1,10,01/28/2020
a37f1e,7f6ffa,12,1,11,01/28/2020
a37f1e,7f6ffa,13,3,12,01/28/2020
ab53ac,73278a,1,1,1,02/17/2020
ab53ac,73278a,2,1,2,02/17/2020
ab53ac,73278a,3,1,3,02/17/2020
ab53ac,73278a,3,2,4,02/17/2020
ab53ac,73278a,4,1,5,02/17/2020
ab53ac,73278a,4,2,6,02/17/2020
ab53ac,73278a,9,1,7,02/17/2020
ab53ac,73278a,12,1,8,02/17/2020
ab53ac,73278a,13,3,9,02/17/2020
737bfa,5fd0b3,1,1,1,01/29/2020
737bfa,5fd0b3,3,1,2,01/29/2020
737bfa,5fd0b3,3,2,3,01/29/2020
737bfa,5fd0b3,4,1,4,01/29/2020
737bfa,5fd0b3,4,2,5,01/29/2020
737bfa,5fd0b3,7,1,6,01/29/2020
737bfa,5fd0b3,7,2,7,01/29/2020
737bfa,5fd0b3,8,1,8,01/29/2020
737bfa,5fd0b3,8,2,9,01/29/2020
737bfa,5fd0b3,9,1,10,01/29/2020
737bfa,5fd0b3,11,1,11,01/29/2020
737bfa,5fd0b3,11,2,12,01/29/2020
931c69,2b4492,1,1,1,01/13/2020
931c69,2b4492,2,1,2,01/13/2020
931c69,2b4492,6,1,3,01/13/2020
931c69,2b4492,8,1,4,01/13/2020
63ba1d,c45147,1,1,1,02/08/2020
63ba1d,c45147,3,1,2,02/08/2020
63ba1d,c45147,3,2,3,02/08/2020
63ba1d,c45147,7,1,4,02/08/2020
63ba1d,c45147,8,1,5,02/08/2020
63ba1d,c45147,9,1,6,02/08/2020
63ba1d,c45147,10,1,7,02/08/2020
63ba1d,c45147,11,1,8,02/08/2020
63ba1d,c45147,12,1,9,02/08/2020
c6efb0,eb160d,1,1,1,01/03/2020
c6efb0,eb160d,2,1,2,01/03/2020
c6efb0,eb160d,5,1,3,01/03/2020
c6efb0,eb160d,5,2,4,01/03/2020
c6efb0,eb160d,7,1,5,01/03/2020
c6efb0,eb160d,7,2,6,01/03/2020
c6efb0,eb160d,8,1,7,01/03/2020
c6efb0,eb160d,8,2,8,01/03/2020
c6efb0,eb160d,9,1,9,01/03/2020
c6efb0,eb160d,9,2,10,01/03/2020
c6efb0,eb160d,11,1,11,01/03/2020
c6efb0,eb160d,11,2,12,01/03/2020
2aba2e,5ef059,1,1,1,01/18/2020
2aba2e,5ef059,2,1,2,01/18/2020
6c0878,07e1cd,1,1,1,02/08/2020
6c0878,07e1cd,2,1,2,02/08/2020
6c0878,07e1cd,3,1,3,02/08/2020
6c0878,07e1cd,3,2,4,02/08/2020
6c0878,07e1cd,4,1,5,02/08/2020
6c0878,07e1cd,9,1,6,02/08/2020
6c0878,07e1cd,9,2,7,02/08/2020
6c0878,07e1cd,10,1,8,02/08/2020
6c0878,07e1cd,11,1,9,02/08/2020
6c0878,07e1cd,12,1,10,02/08/2020
6c0878,07e1cd,13,3,11,02/08/2020
747f02,da4fb5,1,1,1,02/13/2020
747f02,da4fb5,4,1,2,02/13/2020
747f02,da4fb5,5,1,3,02/13/2020
747f02,da4fb5,5,2,4,02/13/2020
747f02,da4fb5,9,1,5,02/13/2020
747f02,da4fb5,9,2,6,02/13/2020
747f02,da4fb5,10,1,7,02/13/2020
747f02,da4fb5,11,1,8,02/13/2020
747f02,da4fb5,11,2,9,02/13/2020
747f02,da4fb5,12,1,10,02/13/2020
747f02,da4fb5,13,3,11,02/13/2020
735bda,4c56ff,1,1,1,01/07/2020
735bda,4c56ff,2,1,2,01/07/2020
735bda,4c56ff,4,1,3,01/07/2020
735bda,4c56ff,5,1,4,01/07/2020
735bda,4c56ff,6,1,5,01/07/2020
735bda,4c56ff,8,1,6,01/07/2020
735bda,4c56ff,8,2,7,01/07/2020
735bda,4c56ff,9,1,8,01/07/2020
735bda,4c56ff,9,2,9,01/07/2020
735bda,4c56ff,10,1,10,01/07/2020
735bda,4c56ff,11,1,11,01/07/2020
735bda,4c56ff,12,1,12,01/07/2020
735bda,4c56ff,13,3,13,01/07/2020
dd11d1,a0a080,1,1,1,01/07/2020
dd11d1,a0a080,2,1,2,01/07/2020
